content,Theme,label
"@mimre_shahbazi من هرسال میرفتم اربعین مریض میشدم
تو عراق هم کرونا هست چون برادر یکی از دوستان عراقی که موکب دارند بخاطر کرونا فوت کرده بود
حتی توی حرم هم اگه عرق کنی و پشتت خیس باشه باد کولر حرم بهت بخوره مریض میشی",کرونا,negative
"@shahid_hasan_a حالا اون یه بحث دیگه ست
پس مریضی و کرونا و... هست و ممکنه توی سفر اربعین و... باشه","کرونا،تعجب",neutral
@Hoshyaaar اگه میخواست منفجر بشه بعد از عاشورا و اربعین پارسال و عاشورای امسال منفجر میشد,,neutral
@AzadeMokhtari بی اعتنایی اعتقادی دارن مردم. همینا یه جا میگن حفظ جان از واجبات. البته نباید از میلیاردها تومنی که باید به جیب کاسبان اربعین بره هم به راحتی گذشت,انتقاد,positive
@parsley54956686 @Moronic_Mind1 نه عزیز. ربطی به تربیت ننه بابام نداره. اگه به تربیت اونا بود الان حافظ قران بودم داشتم تو هیت واسه اربعین شربت پخش میکردم,,negative
"یادی کنیم از عزاداران حسینی در روز اربعین. حاج خانم عجرت با امام حسین 😂 #التماس_تفکر 
#نه_به_جمهوری_اسلامی https://t.co/tfSN19NGQ7","سیاسی،اهانت",negative
@shahriyaram یکم بهتره اوضاع ؛ منتظر پیک بعد از اربعین هستیم :)),کرونا,negative
"@miladplus راهپیمایی اربعین واجبیه بمالی همه گناهها رو پاک میکنه مثل شو شیر خوارگان حسینی هردو عین هم هستن.در جایی که مردمش از سطل آشغال سد جوع میکنند و بچه هاش سر چارراه گدایی،یعنی نه تنها مردمش آزادی خواهی رو بلکه حسین رو هم نمی شناسن.کلا خدا معدوم شد ولی مداح و آخوند متوهم داریم","انتقادی،سیاسی",negative
"@Alighazizade آن زمان که کرونا نبود، هم هر سال با برگشت از اربعین ما با کلی بیماریهای عجیب غریب و اپیدمی مواجع بودیم .",کرونا,neutral
"2) ساعت ۱۱ شب بود و به زور یه اسنپ گرفتم و راهی شدم.
راننده اسنپ یه پیر مرد بود. اما تا حالا نماز نخونده بود! وقتی فهمید که مذهبی هستم ازم احکام نماز رو پرسید!
وقتی که رسیدیم حس راهپیمایی اربعین رو داشتم. جمعیت زیادی مسیر سربالایی مسجد صاحب الزمان رو طی میکردن https://t.co/hcEyXzQMt2",خاطره,neutral
"@hrastegaran 
یک مشت آدم بی سواد با یک آدم موادی به عنوان moderator در این اتاق جنگ با ترکیه و پیروزی آسان را ترویج میکنند. یکی از استراتژی‌هاشون گسترش شیعه گری و مراسم اربعین 😂😂😂 https://t.co/HmFEC3KigR",اهانت,negative
"بزرگترین خائن به ایران کیست ؟ 
.
.
#نه_به_جمهوری_اسلامی #ایران #Iran #فوری #تازه #خبرتازه #خبر_تازه #مرگ_بر_خامنه‌ای #رئیسی_جلاد۶۷   #امام_خامنه_ای #ابراهیم_رئیسی #رییسی  #اللهم_عجل_لوليكَ_الفرج #اربعین #حب_الحسین_یجمعنا #ConquerorsOfKhybar https://t.co/QjtZyAIWxK https://t.co/3SEiwQvVXs",سیاسی,negative
"از هر فردی که احتمال می‌دهید برای اربعين به عراق رفته است به شدت فاصله بگیرید!
تست کرونای 41 نفر از 50 نفر مسافرهای عراق مثبت شده است...
#اولتیماتوم_آبان https://t.co/g4CIGAlt3A",کرونا,negative
"@fatemisadr_ir جغرافیایی نیست. نمی توانی از لفظ غلط، مفهومی درست بسازی.

اگر دنبال عمل مثبت هستی، همان ایده چاوش کردن با محوریت اراضی ترکیه و آذربایجان را پیگیری کن.

من دیدم در توییتی به نقطه شروع اربعین از مسجد ایاصوفیه اشاره کردی. بسط نفوذ مذهب، موجد همان امت واحده است.",,neutral
"@AriaTavos منتظر شنیدن پشت پرده این مصاحبه مشکوک باشید
بعد از تجمعات میلیونی عاشورا و اربعین پارسال هم همچین اراجیفی گفته میشد اما خبری نبود
بعد از تجمع شش میلیونی در عاشورای امسال هم همینطور
اگه شک دارید فردا با هم تماس تصویری داشته باشیم در بیمارستان الکفیل کربلا که مرکز کرونایی هاست",سیاسی,negative
"@hadadi1345 @mhrezaa2c مثل این منشن شما بعد از عاشورا و اربعین پارسال هم زدند
بعد از تجمع شش میلیونی عاشورای امسال هم گفتند اما باز همه در پناه اباعبدالله در سلامتند
اما در مورد امار عرض کنم شخصا به بیمارستان کرونایی هارفتم و تحقیق کردم و باز خبری نبود!",کرونا,positive
"ولی من هنوز دارم حسرت اینو میخورم که چرا اربعین بین الحرمین نبودم!🥲💔
#Arbaeen2021","غم،جامانده",positive
@FEREEON نوش جونشون . این مردن نکبتبارو به همه زائرین اربعین تبریک میگم .امیدوارم همه 51 هزار زائر گور به گور بشن,اهانت,negative
"اربعین مجانی شما و مرگ بیمار ما! 
هر وقت با بودجه‌ی حکومتی به راهپیمایی سیاسی اربعین رفتید، بیمارانی که نیاز به آمبولانس دارند رو به خاطر بیارید!!!
#زندگی_انسانی_جمهوری_ایران https://t.co/MEPFUXzQaj",کرونا,negative
"@R_Yefimovich خانم بازی،خصوصا که امسال سلبری پی تی هام رفته بودن با اونا مشغول شده حسسسابی یه  اربعین توپ و شیطون بلا راه انداختن",اهانت,negative
برای برا مرحله خوابِ بعد از اربعین... 🛌😴,,neutral
"نتیجه تست کرونای چند زائر اربعین مثبت بوده است؟

رئیس کمیته بهداشت و درمان اربعین:از ۱۳۷ مسافر بازگشته از عراق به کرمان برای ۱۲۷ نفر آنها تست سریع کرونا انجام گرفت که از این تعداد ۲۷ نفرشان دارای تست مثبت کرونا بودند البته ۱۰ نفر از مسافران نیز راضی به انجام تست نشدند

بطور کلی/۱",کرونا,neutral
"سازمان انرژی اتمی
اونوقت نماینده مجلس ما شده شهردار تهران بجای کار کردن همش داره با شهدا ارتباط برقرار می‌کنه تازه تو جماران رای دادنه گفت جام تو مرکز پژوهش های مجلس خوبه اما...(ارتباط با شهدا خوبه اما کار نیست مثل چیزی که رئیسی گفت، گفت اربعین خوبه اما کار نیست وایسید کار کنید)",سیاسی,negative
"اربعین شرکت کردند را باید به علوم پزشکی ارائه دهد و از همه تست گرفته شود، مدیران و کارمندانی که کربلا رفتند بدون ارائه تست منفی به محل کار برنگردند. 

تعطیلی‌های اخیر و بازگشت زائران اربعین برای ما زنگ خطری برای افزایش شیوع کروناست/ایرنا

پایان",کرونا,neutral
"آمار ابتلای زائران اربعین به کرونا نگران کننده است

علی زینی‌وند، استاندار کرمان: شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند. 

سازمان حج و زیارت فهرست افرادی که در مراسم/۱",کرونا,negative
"#۱۰مهر۱۴۰۰
استاندار کرمان: از مسافران اربعین پرواز عراق - کرمان تست گرفتیم؛ تعداد قابل توجهی کرونا گرفته اند. 
حالا بماند که دقایقی پس از این مصاحبه معلوم نیست چی شد که به غلط کردن افتاد https://t.co/vRF88kMiWV",کرونا,negative
"@agha_mohamad1 مخصوصا ی جامونده ی اربعین
دیگه چیزی برای از دست دادن نداریم","غم،جامانده",positive
@bentemostafa روز اربعین از خونمون تا استانه پیاده اومدم😄,,positive
@edalat14522 البته العتبه الحسينيه گفته بيشتر از شانزده مليون زائر بودند در ايام اربعين ...,خبری,neutral
"من ترک چایی کرده بودم سالیانی
موکب به موکب اربعین چایی خورم کرد",خاطره,positive
"پروردگارا پروازهای نجف به تهران را تاخیر مینداز!🤲
پروردگارا مسافران پرواز نجف به تهران را سالم و سلامت فرود نما🤲

پروردگارا آخرین سفر اربعین تنهایی‌شون باشه ضمنا🤲
#مناجات_شبانه",دعا,positive
"علی زینی‌وند استاندار کرمان: 
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست #کرونای_زائران_اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند
 #KhameneiTheGreatSatan",خبری,neutral
یه جای کارمون تو نمایشگاه عکس اربعین میلنگه...,رسانه,neutral
"اربعین که به کربلا نرسیدیم 
راه مدینه هم که بسته است و به آنجا هم نمی رسیم
خدایا زیارت امام رئوف علی ابن موسی الرضارا نصیبمان کن","غم،جامانده",positive
"این آمار در حالی است که استاندار کرمان در گفت و گو با ایرنا و در توجیه سخنان هشدار دهنده ساعاتی قبل خودش، مدعی شده که فقط  از ۱۰۰ زائر اربعین تست گرفته شده./۲","کرونا،خبری",neutral
"تناقض آمار درباره نتیجه تست کرونای مسافران اربعین #کرمان

 صابریان، رئیس کمیته بهداشت و درمان ستاد اربعین: از ۱۳۷مسافر بازگشته از عراق به کرمان برای ۱۲۷ نفرشان تست سریع کرونا انجام گرفت که نتیجه‌ ۲۷نفرشان مثبت بودند و ۱۰نفر نیز راضی به تست نشدند./روزاروز
/۱ https://t.co/0s8n6xIiZW",خبری,neutral
"@Mahmoud_M124 اربعین که حال همه جامونده هارو ریخت بهم😞
ای بابا الان چطورین؟ بهترین؟","غم،جامانده",positive
"واقعا از زائرهای اربعین تست چشمی گرفتن‌هاااا :)))))
رپید تست رو کمتر از یک چهارم جمعیت دادن. پی‌سی‌ار رو هم فقط ۲درصد مسافرا دادن :))))","طنز،کرونا",negative
تعداد بسيار کم مبتلايان در ميان زائران اربعين در حالي است که ابتلاي روزانه کـ‌ـرونا در کشور بيش از ۱۰هزار نفر اعلام شده است. https://t.co/UEdDVc3wkq,کرونا,positive
"تعداد کل زائران اربعین استان کرمان حدود ۱۵۰۰نفراست تنها از حدود ۱۰۰‌نفر و کمتر از ۱۰ درصد تست کرونا گرفته شده و جای نگرانی نیست.

قرار شده حتی کارمندانی که به این زیارت رفته‌اند، نیز پس از انجام تست و منفی شدن آن در محل کار حاضر شوند./ ایرنا",کرونا,neutral
"استاندار #کرمان حرفش را پس گرفت!

علی زینی‌وند، استاندار کرمان، درباره حرف‌های امروزش توضیح داده: «هنوز تست کرونا از همه زائران برگشته از اربعین در کرمان انجام نشده و تست انجام شده نیز حدود ۹ درصد از زائران بوده که قابل تعمیم به کل زائران نیست./۱ https://t.co/uInhhkz9eC",خبری,neutral
"از هر فردی که احتمال می‌دهید برای اربعين به عراق رفته است به شدت فاصله بگیرید!
تست کرونای 41 نفر از 50 نفر مسافرهای عراق مثبت شده است...
#کرونا",کرونا,negative
"در آستارا سیل شدید آمده و در سیستان و بلوچستان طوفان هندی آمده تو ایران و در شمال ایران بارندگی شدید با طوفان شدید آمده. 
و زائرانی که رفتند حج کربلا برای اربعین و در عاشورا و تاسوعا پر از جمیعت در سینه زنی شرکت کرده بودن کرونا گرفتند و نزدیک به ۲۰۰ نفر مردن. https://t.co/5ZHbMeRm9i",,negative
"@Mostafa_saber_ خب من خودمو میذارم به جاش
شوهرم اربعین رفته کربلا زیارت
من موندم خونه بچه داری کردم و خونه رو چرخوندم تا آقا برگرده): آدم دلش میسوزه.

امیدوارم خدا محبت بین شونو بیشتر کنه.",خاطره,positive
@maghzebadoum @MimRezaeii اینو اصن ما نداریم...از خود درآوردیه...شبیه غذای عراقی س که تو اربعین میدن 🤭😂,طنز,neutral
"@amirammarhosein @hamshahrinews کجا گفته شده ۴۰۰ هزار نفر در مدت یک هفته رفتن ترکیه؟
در ثانی ترکیه برای ورود تست PCR منفی می خواد دولت ایران هم تست PCR منفی می خواد طرف با هزینه خودش باید بده چه خروج چه ورود منفی هستن.

امسال بیش از ۸۰ هزار نفر رفتن اربعین(تا ۲۰۰ هزار خوندم) 
https://t.co/QonGJ9O7ec",کرونا,neutral
"@dr_moosavi خوبه باز عراق نه تنها بدهی ایران و غرامت به ایران رو نمیده
برق هم میگیره پولش رو هم نمیده
70 هزار تا هم ویزای اربعین جلوی شما پرت میکنه",انتقاد,negative
"@bighararkarbala اینکه من از هیئت، امام زاده صالح، راهپیمایی جاماندگانِ اربعین و... رفتنم استوری میزارم ممکنه دل کسی بشکنه؟","سوال،غم،جامانده",positive
زائرین اربعین وارد ایران بشن  پیک چندم شروع میشه ⁉️🤔🤦🏼,کرونا,negative
"@_entezar_mahdi_ @Fsheykhzade_65 @DAVID_H128 @Nevisande3 @Im_black_Mocha @Jebelli_ir اره به این نامرد تریبون بدید تا بیاد بگه نمک غذای موکب دارها و برخی عربها  از جورابهای زائرهای اربعین تهیه میشه و در حالی که کلیپش این گند کاریش هست بیاد بزنه زیرش و بگه من چنین حرفی نگفتم ، دروغ که حناق نیست تو هم بگو راعفی https://t.co/yNKzB9Va2x",اهانت,negative
"@saeedmaaleki ظاهرا استاندار کرمان سوتی داده ،زائرین کرمانی برگشتی اربعین اوضاع شون خوب نیس",کرونا,negative
"آمار دادن که جمع ورودی خروجی زائرین ۳۹۵۲۸۳ نفر بوده، اینکه این ترددها به بهانه راهپیمایی اربعین تو شرایط کرونایی هیچ توجیه عقلانی نداره بماند، کلا حدود ۹۰ هزار تست گرفتن که از این تعداد فقط ۲۹۱ نفر مثبت تشخیص داده شدن. خیلی هارو با آمار منفی ول کردن تو مملکت و اصلا نمی دونیم که⬇️",کرونا,negative
@Mahmoud_iut تنها جائی که #اربعین میتونه ضرر داشته باشه برای کفتارهای #وهابی ست☺,,positive
رییس کمیته بهداشت و درمان اربعین گفت جمع ورودی و خروجی زائران از مرزهای زمینی و هوایی ۳۹۵ هزار و ۲۸۳ نفر بوده که از این تعداد برای ۸۲ هزار و ۸۶۷ نفر تست سریع کرونا انجام گرفته و نتیجه تست ۲۵۸ نفر مثبت بوده و برای ۶۹۷۳ نفر تست پی‌سی‌آر صورت گرفته که در نتیجه تست ۳۳ نفر مثبت بود https://t.co/NxHCmHYS0k,خبری,neutral
تکلیف مایی که نه کنسرت ابی رفتیم نه پیاده روی اربعین چی میشه؟,کرونا,neutral
"تا الان طبق گفته رییس کمیته بهداشت و درمان ستاد #اربعین تست کرونای۲۹۱نفر از زائران مثبت شده!
با اینهمه ضایع شدن حق الناس،آیا زیارت واجب و قبول است!؟
حالا باز بیایید با افتخار اربعین رفتن خود شوعاف کنید https://t.co/IsYxbMDb4J",کرونا,negative
@h_abdolmanafi @tanha1358 مسیح را مسیحیان نکشتند چگونه است که مسلمانان به روی امام خویش تیغ کشیده اند🤦‍♀️از تبعات پخش روز واقعه در ایام محرم و اربعین,رسانه,positive
"امروز روز جهانی لبخند بود، دلم نیومد از این لبخند، تو مسیر پیاده روی اربعین بگذرم😊
#worldsmileday https://t.co/xKt8JPANKA",خاطره,positive
"مرسی از مدیریت زیباتون😑😐
نتیجه تست کرونا زائران اربعین نگران کننده بود و تعداد قابل توجهی تستشون مثبت شد😔😑😑😐 https://t.co/Itm4EfhJv2",کرونا,negative
"#محمد_دلاوری #مجری #صدا_و_سیما در #انتقاد به ورود #زائران_اربعین به #کشور بدون اینکه #تست_کرونا بدهند گفت: حتی از تست چشمی هم که وعده داده شده بود خبری نبود.
او به نقل از #استاندار #کرمان که مدعی شده از #زائران #تست به عمل آمده گفت میزان #ابتلا زیاد بوده است.
#اربعین #کرونا https://t.co/1pp2cWdVD3",کرونا,negative
@lieaEbony انتظارش رو داشتم اما اگه واقعا انصاف داری برگرد ببین چند توییت درباره اربعین زدی چند توییت درباره مسافران ترکیه اون وقت مشخص میشه کی باید روش کم بشه,,positive
"@az__nobahar اربعین ۹۶ از کاظمین می‌رفتیم سمت نجف، ما چهارتا خانم بودیم با برادرم و دوستش که با هفت آقای تهرانی که یار غار و همسفرای همیشگی بودن، همراه شدیم. بماند که چقدر سر و صدا و شلوغ می‌کردن. یکیشون برگشت به برادرم گفت عجب جرأتی کردی با خودت زن آووردی! مگه از سفر اربعین امن‌تر هم داریم؟",خاطره,positive
"رئیس کمیته بهداشت اربعین:
مسئول بیماری‌های واگیر علوم پزشکی کرمان اعلام کرد از ۱۳۷ مسافر بازگشته از عراق به کرمان ۱۲۷نفر تست سریع کرونا دادند که ۲۷نفر مثبت شدند؛البته ۱۰ نفر از مسافران راضی به انجام تست نشدند!
-۱۰نفر گفتن نمی‌خوایم تست بدیم اینام گفتن چشم؟! عجب کنترلی کردید بابا! https://t.co/ahbTdqeai8","خبری،کرونا",neutral
"وقتی از اتوبوس پیاده شدیم و سفر #اربعین در مقصد قم تموم شد، خانومش زنگ زد و گفت اومدی خونه سر و صدا نکن بچه رو تازه خوابوندم
گوشیو قطع کرد و با غصه میخندید و منم باهاش شوخی میکردم که بیشتر بخنده و یادش بره
آخرش وقتی داشتیم جدا میشدیم گفت:
حس میکنم هیچکسی رو تو زندگی ندارم💔","خاطره،غم",neutral
"مراسم افتتاح مزار دوشهیدگمنام الموت شرقی درایام سوگواری اربعین حسینی
#حب_الحسین_یجمعنا https://t.co/akxhGvlJH8",خبری,positive
"به اعداد دقت کنید!

رئیس کمیته بهداشت و درمان اربعین: ورودی و خروجی زائران از مرزهای زمینی و هوایی ۳۹۵ هزار و ۲۸۳ نفر بوده که از این تعداد برای ۸۲ هزار و ۸۶۷ نفر تست سریع کرونا انجام گرفته و نتیجه تست ۲۵۸ نفر مثبت بوده و برای ۶۹۷۳ نفر تست pcr صورت گرفته که تست ۳۳ نفر مثبت بود https://t.co/uMyipNxLls","خبری،کرونا",positive
بازگشت دست‌کم ۵۱ هزار زائر اربعین از عراق بدون تست کرونا؛ ابتلای تعدادی از زائران کرمانی https://t.co/end88TOORu https://t.co/b5YwlHsQhC,"خبری،کرونا",negative
@shahrivari_17 خواست خدا بوده وگرنه اینا خیلی تلاش کردن مثلا اربعین می خواستم برگردم ایران می گفتن اینجا چیکار داری بمون خب🤕,,neutral
"دقت کردید ؟!
از اونایی که قبل از محرم و اربعین رفتن مشهد ، به جز سه چهار نفر 
همشون رفتن کربلا :) 💔","غم،جامانده",positive
"@Mahmoud_iut زیارت اربعین بیش از قرن قدمت دارد
شکل عمومی اش مال چندین سال قبل هست",جواب,positive
"تست #کرونا تمام کسانی که اربعین رفتن کربلا، در کرمان مثبت بوده و این رو تعمیم بدید به کل کشور.

موج ششم رسید؟؟؟؟",کرونا,negative
@lieaEbony برا مسافرای زیارت ترکیه هم همینقدر حساسیت دارید یا فقط برای زیارت اربعین دغدغه پیدا میکنید,"جواب،کرونا،طنز",positive
"رئیس کمیته بهداشت اربعین اعلام کرده  که از مجموع حدود ۳۹۵هزار زائر ورودی-خروجی تنها ۶۹۷۳تست پی سی آر صورت گرفته است (البته حدود۸۲هزار تست سریع انجام داده اند که عملا ارزش چندانی ندارد)
یعنی ۹۸ درصد این بمب های کرونایی بدون هرگونه کنترلی در سراسر کشور پراکنده شده اند
موج_ششم_کرونا",خبری,negative
زامبی‌ها از پیاده‌روی اربعین برگشتن و قراره به گامون بدن,اهانت,negative
مجری تلویزیون خودش زائر اربعين بوده انتقاد ميكنه از اينكه بدون تست کرونا از فرودگاه اومده! يه راست هم رفته برنامه زنده اجرا ميكنه! اينكه مديريت مهار كرونا در ايران فشل بوده و هست به كنار! تو چرا نرفتي تست بدي و بعدش سركار حاضر بشي !,"انتقادی،رسانه،کرونا",negative
@khudabakhshi60 @lieaEbony در باره زمانی یک‌ ماهه اربعین در عراق همه چیز مشخص می شود.,,neutral
"رییس کمیته بهداشت و درمان اربعین خاطرنشان کرد، حدود ۴۰۰هزار نفر به عراق رفته‌اند. از حدود ۷۰۰۰ نفر تست pcr گرفته شده و ۳۳ مورد مثبت بوده.
علم آمار میگه می‌تونیم منتظر ۲۰۰۰ زائر کرونایی بازگشتی به کشور باشیم. 
پس بلند بگو سلام یا کرونا. https://t.co/ccsw9yZ4F1","خبری،کرونا",neutral
@OkhtayHosseini بودجه‌ی هیات‌های مذهبی و مراسم اربعین چقدره می‌دونی؟ یعنی سواله برام که آیا این گزاره که نوشتم درسته؟,سوال,negative
"آمارابتلا زائران اربعین به کرونانگران کننده است!

استاندار کرمان:شب گذشته تنهاپرواز مستقیم عراق-کرمان بازگشت ونتیجه تست کرونازائران اربعین نگران کننده بود زیراتعدادقابل توجهی ازمسافران باتست مثبت بازگشتند.تعطیلی هااخیروبازگشت زائران اربعین برای مازنگ خطری برای افزایش شیوع کروناست","کرونا،خبری",negative
"نتیجه تست کرونای تعدادبیشماری که از مراسم اربعین برگشتند،مثبت اعلام شده است
کجایند عرازشه تهی مغزی که عر میزدند در کربلا کسی کرونا نمیگیرد
منتظر پیک ششم کرونا هدیه از مذهب زدگان تهی مغز باشید
#khameneiTheGreatSatan 
#خامنه‌ای_جنایتکار 
#نه_به_جمهوری‌_اسلامی","اهانت،کرونا",negative
@Grrmanesh با قلطعیت میگن در کربلا حتی یک مورد کرونا هم گزارش نشده ؛حالا اگه مسافرای اربعین کرنا بگیرن یعنی یه جای کارشان لنگ میزند,,negative
"چه شمایی که دو روز بعد #اربعین میگی #کربلا فوتی کرونایی در اربعین نداشته، داری اشتباه میکنی و چه شمایی که میگی فلان زائر برگشته از کربلا کرونا گرفته!
#کرونا زمان می‌خواهد تا خودش را در تست و یا علائم ظاهری نشان دهد!",کرونا,neutral
"گه تو اسلام، گه تو اربعین
#اسلام_هراسم https://t.co/NSpht0KO0K",اهانت,negative
"@Nargesss112 بله، بیشتر افرادی که اونجا اومده بودند نظرشون این بود که لحظاتی خودشون رو توی حال و هوای اربعین دیدند و احساس خوبی داشتند...",,positive
"فهم تجربه پیاده روی زنان در اربعین توسط مردان

جمع نقیضین غیر قابل فهمی است🤔 https://t.co/FdNHrU4nyJ","تعجب،سوال",neutral
"خبر خيره کننده از آمار بسيارکم مبتلايان به کـ‌ـرونا در ار‌بعين
رئيس کميته بهداشت ار‌بعين: ازميان زا‌ئران برای ۸۲هزارنفر تست سريع کـ‌ـرونا انجام شد که ۲۵۸نفر مثبت و برای ۶۹۷۳نفر نيز تست pcr صورت گرفت که تنها تست ۳۳نفر مثبت بوده است
ابتلای روزانه کـ‌ـرونا درکشور بيش از ۱۰هزار است","خبری،کرونا",positive
"خبر خيره کننده از آمار بسيارکم مبتلايان به کـ‌ـرونا در ار‌بعين
رئيس کميته بهداشت ار‌بعين: ازميان زا‌ئران برای ۸۲هزارنفر تست سريع کـ‌ـرونا انجام شد که ۲۵۸نفر مثبت و برای ۶۹۷۳نفر نيز تست pcr صورت گرفت که تنها تست ۳۳نفر مثبت بوده است
ابتلای روزانه کـ‌ـرونا درکشور بيش از ۱۰هزار است","خبری،کرونا",positive
بچه که بودیم خبری از پیاده‌روی نبود عوضش همیشه شله‌زرد داشتیم روز اربعین. سالهاست انگار شله‌زرد با اون طعم و مزه نخورده‌ام.,خاطره,positive
"خبر خيره کننده از آمار بسيارکم مبتلايان به کـ‌ـرونا در ار‌بعين
رئيس کميته بهداشت ار‌بعين: از ميان زا‌ئران براي ۸۲هزار نفر تست سريع کـ‌ـرونا انجام شد که ۲۵۸نفر مثبت و برای ۶۹۷۳نفر نيز تست pcr صورت گرفت که تنها تست ۳۳نفر مثبت بوده است
ابتلای روزانه کـ‌ـرونا درکشور بيش از ۱۰هزار است","خبری،کرونا",positive
@Santa_In_Summer @faribaj67 چه بهتر .بزار کرونارو بین خودشون رو و بدل کنن از شر هرچی اجنبی پرست  وطنفروش خلاص بشبم .به امید مرگ 51 هزار زائر اربعین,"اهانت،کرونا",negative
"ای خدایی که تو آسمونا نشستی و اون باسن مبارک رو حرکت نمیدی تا پاشی و ببینی این پایین چه خبره.
یعنی نمیشه این تاسوعا و عاشورا. ۲۲ بهمن. روز قدس. اربعین. شبهای احیا. ۱۹ الی ۲۳ رمضون.نیمه شعبون.چارک صفر را از ما بگیری؟؟
هی کشته میدیم و آمار رو میاریم پایین. اینا هی ویروس جدید میارن. https://t.co/2yWd7WbiQj",اهانت,negative
@khabaronlinee تو همین توییتر گفتن ورودی های اربعین در فرودگاه امام تست نداده رفتن بیرون .حالا چطور از ۶۰ هزار زائر اربعین ۸۲ هزار تست گرفتن خدا عالمه,کرونا,negative
"امسال شرایط فرق کرده بعد از گذشت چند روز از اربعین فریاد الهم عجل لولیک الفرج در زیر قبه متبرک امام حسین ع همچنان ادامه دارد
#یا_مهدی
#يا_صاحب_الزمان 
#ظهور https://t.co/USpAvVxUM4","انتظار،عشق",positive
"آیت الله جوادی آملی: 
نگوئید جا مانده‌ایم کسی که قلب و روحش رفته جامانده نیست.
جامانده کسی است که عشق و شور و طلب زیارت #اربعین،به ذهنش هم نمی‌رسد و علاقه‌ای ندارد.
اگر به هر دلیلی اشتیاق رفتن هست و شرایطش نیست،خیری بوده و ثواب نیت را برده‌اید. 
شاکر باشید و نگوئید جامانده ایم.",سخن,positive
"#کلام_آخر

پولهای ایران در تورکیه فاشیست برای کنسرت و در عراق جنایت کار برای #اربعین خرج شد و چیزی که نصیب ما ملت شد #کرونا بود.منتظر پیک بعدی مرگ و میر پدر ها و مادرها و بچه ها باشید...😑😑😑
حماقت لباس/ حزب/ نژاد /نمیشناسد...😕😕","کرونا،سیاسی،اهانت",negative
منتظر موج جدید کرونا هستیم با بازگشت زائرین اربعین :/,کرونا,negative
"@MarySoroush واکسن دو دوز داره و خیلی از افرادی که زیر سی سال یا چهل سال هستن خیلی زود اقدام میکردن دوز دوم رو نمیتونستن قبل اربعین بزنن
علاوه بر این که اکثر همین جماعتی که رفتن اربعین هنوز معتقدند که امام حسین نمیذاره کرونا بگیرن",کرونا,negative
"براستی،آقای #رئیسی که نمایندگانش برای تهیه #واکسن اروپا تا خاوردور را زیرپا می‌گذارند آیا مسئولیت مبتلایان بازگشته از عراق و قربانیان ناشی از آن رامی‌پذیرد؟
اساسا آیا پاسخی برای این سوال دارد که چه کسی به مبادی کشور و فرودگاهها دستور داد از #زائران_اربعین حتی«تست چشمی»هم نگیرند؟۷","کرونا،سیاسی",negative
"بخاطربیاورید #صداوسیما که تبلیغاتش در راه‌اندازی #رادیو_اربعین، و بسیج همه شبکه‌ها برای ترغیب مردم به سفرعراق را به رخ‌میکشید #تصاویر و خبراعزام خیل زائران فاقد ماسک و فشرده درهواپیمای باری را«جوسازی»خواندو حادثه کشته و زخمی شدن چند زائر در ازدحام مرز شلمچه را به تیغ سانسور سپرد۵","رسانه،کرونا،انتقاد",negative
"تخفیف و تعطیلی #تست_کرونا برای #زائران_اربعین وقتی به زبان #سردار_رستم_قاسمی آمد آن را شوخی و طنز پنداشتیم اما آیا همین فقره در عملکرد کسانیکه گلوگاههای آمدورفت مسافران را در دست دارند، برای اثبات بی‌اعتنایی مدیران به امنیت جانی شهروندان و بازی گرفتن مساله حیاتی جامعه کافی نیست؟۴","کرونا،انتقاد،سوال",negative
"اکنون میتوان گفت؛آنچه خواست قلبی #سردار_رستم_قاسمی وزیر دولت #رئیسی بود یعنی«کنترل حداقلی بر زائران اربعین» ببار نشست
به گفته خبرنگاران اعزامی، در گیت‌های فرودگاه امام حتی #تست_چشمی هم از زائران گرفته نشد و مراقبان محترم به این سوال بسنده می‌کردند که «اگر مبتلا هستید بگویید؟!!»۳","کرونا،انتقاد،سیاسی",negative
"سخنان بعدی استاندار #کرمان زوایای دیگر از«فاجعه سهل‌انگاری»دست‌اندرکاران را آشکار میسازد
درحالیکه اکثریت #زائران_اربعین به خانه برگشته ومیان جامعه و خویشاوندان پخش شده‌انداین مقام دولت ازسازمان حج وزیارت میخواهد لیست زائران اربعین رابرای گرفتن تست به دانشگاه علوم پزشکی ارائه کند۲",کرونا,negative
"#رشتو
متاسفانه همه آنچه رسانه‌ها از عواقب سهل‌انگاری در«معاینه کرونایی» #زائران_اربعین گفتند به واقعیت پیوست
گزارش استاندار کرمان رابخوانید که با آه و افسوس میگوید:شب گذشته هواپیمای #عراق_کرمان بازگشت،نتیجه آزمایش #زائران_اربعین نگران کننده بود تعداد قابل توجهی تست‌شان مثبت است https://t.co/1TM42q7MDN",کرونا,negative
